Course Name,Department,CourseNum
COMM BIOLOGY RESEARCH PUBLIC,BIOL,402
MEDICAL NARRATIVES,BIOL,403
BACTERIAL GENETICS,BIOL,406
BIOLOGICAL CLOCKS,BIOL,407
CELL BIOLOGY,BIOL,413
DEVELOPMENTAL BIOLOGY,BIOL,414
CELLULAR NEUROSCIENCE,BIOL,428
BIOLOGICAL IMAGING,BIOL,430
BACTERIAL PHYSIOLOGY,BIOL,438
EARLY STGS ANIM EVOL,BIOL,443
NEURAL DEVELOPMENT,BIOL,444
GENOMICS,BIOL,450
BIOINFORMATICS,BIOL,451
IMMUNOLOGY,BIOL,454
MEDICAL MICROBIOLOGY,BIOL,456
ANTIMICROBIAL AGENTS,BIOL,461
INTERNSHIP,BIOL,484
SPTP: CRIT ANALYSIS ORIG RES,BIOL,489
HNR- RESEARCH,BIOL,491
BIOMEDICAL THERAPEUTICS DEVL,BIOL,492
HNR-CPSTONE RSCH COMM LIFESC,BIOL,495
ETHICS IN BIOLOGICAL RESEARCH,BIOL,496
BIOLOGICAL CLOCKS,BIOL,601
MICROBIAL GENETICS,BIOL,606
LIGHT MICROSCOPY,BIOL,608
MOLECULAR TOOLS BIOLOGY,BIOL,609
PRINC NEURO II,BIOL,628
PLANT MOLECULAR BIOLOGY,BIOL,635
NEURAL DEVELOPMENT,BIOL,644
ANTIMICROBIAL AGENTS,BIOL,661
SEM:DEPT COLLOQUIUM,BIOL,681
COMM BIOLOGICAL SCIENCE,BIOL,682
DIRECTED STUDIES,BIOL,685
BIOMEDICAL THERAPEUTICS DEV,BIOL,686
RESEARCH,BIOL,691
ETHICS AND RESP RESEARCH,BIOL,696
BIOTECHNOLOGY WRITING,BIOT,645
DIRECTED PROF INTERNSHIP,BIOT,684
DIRECTED STUDIES,BIOT,685
PROF DEVELOPMENT ESSENTIALS,BMEN,201
HNR-COMPUTING FOR BMEN,BMEN,207
HNR-BIOSTATS & DATA VISUALIZAT,BMEN,250
DISCOVER BMEN DESIGN THINKING,BMEN,253
BMEN DESIGN I,BMEN,254
HNR-RESEARCH,BMEN,291
HNR-IMAGING LIVING SYSTEMS,BMEN,311
"""CIRCUITS",BMEN,321
BIOSIGNAL ANALYSIS,BMEN,322
HNR-BIOTRANSPORT,BMEN,341
BMEN MATERIALS,BMEN,343
BIOL INTERACTIONS & TESTING,BMEN,344
BIOMED & HLTH DATA SCIENCE,BMEN,351
BMEN DESIGN III,BMEN,354
BMEN MECHANICS,BMEN,361
ENGR PROFESSIONAL DEVELOPMENT,BMEN,399
PRINC BIO CONTROL SYS,BMEN,401
FDA GOOD LAB/CLINIC PRACT,BMEN,404
MEDICAL IMAGING,BMEN,420
HNR-BIOMOLECULAR ENGINEERING,BMEN,431
ANALYSIS & DESIGN II,BMEN,454
MOTION BIOMECHANICS,BMEN,458
SOFT TISSUE MECHANICS,BMEN,463
ENTREPREN PATHWAYS MED DEVICES,BMEN,469
NUMER METHODS IN BMEN,BMEN,471
HNR-BMED ENGR OF TISSUES,BMEN,480
POLYMERIC BIOMATRL SYNTH,BMEN,483
DIRECTED STUDIES,BMEN,485
HNR-BIOMED NANOTECHNOLOGY,BMEN,486
DRUG DELIVERY,BMEN,487
SPTP: CL EN FOR CRM & ABLATION,BMEN,489
HNR-RESEARCH,BMEN,491
FDA GOOD LAB/CLINIC PRACT,BMEN,604
BIOPHOTONICS II,BMEN,608
BIOMOLECULAR ENGINEERING,BMEN,631
BIOMTRLS COMPATIBILITY,BMEN,635
PATHOPHYS DISEASE IMPLANT DEV,BMEN,636
MOTION BIOMECHANICS,BMEN,658
SOFT TISSUE MECHANICS,BMEN,663
ENTREPREN PATHWAYS MED DEVICES,BMEN,669
COMMUNICATIONS IN BIOMED,BMEN,674
BMED ENGR OF TISSUES,BMEN,680
SEMINAR,BMEN,681
POLYMERIC BIOMATRL SYNTH,BMEN,683
PROFESSIONAL INTERNSHIP,BMEN,684
DIRECTED STUDIES,BMEN,685
SPTP: QUANT FOUND BME LIFE SCI,BMEN,689
RESEARCH,BMEN,691
BUSINESS COMMUNICATION,BUAD,620
LEADERSHIP DEVELOPMENT,BUAD,679
MGMT & CAREER DEV WKSP,BUAD,681
PROFESSIONAL INTERNSHIP,BUAD,684
DIRECTED STUDIES,BUAD,685
SPTP: PLATFORM ANALYTICS,BUAD,689
PROFESSIONAL STUDY,BUAD,693
ETHIC DECSN MAKING AND CONDUCT,BUAD,710
INTL BUSINESS ENVIRONMENT,BUAD,715
FRESHMAN SUCCESS SEMINAR,BUSH,101
BUSH SCHOOL STUDY ABROAD,BUSH,300
SPTP: FUNDRAISING & PHILANTHR,BUSH,489
QUANT METH PUB MGMT I,BUSH,631
QUANT METH PUB MGMT II,BUSH,632
QUANT METH II POLICY EMP,BUSH,635
FRESHMAN BUSN INITIATIVE,BUSN,101
HNR-STATISTICAL METHODS BUS,BUSN,203
HNR-BUSINESS COMPETENCY,BUSN,225
DIRECTED STUDIES,BUSN,285
SPTP: ACADEMIC SUCCESS COURSE,BUSN,289
CO-OP ED IN BUSINESS,BUSN,392
BUSINESS FELLOWS I,BUSN,401
TRANSFORM LEADER PORTFOLIO,BUSN,403
BUSINESS CAPSTONE,BUSN,404
STRATEGIC PHILANTHROPY,BUSN,432
INTERNSHIP,BUSN,484
SPTP: HNR: TECH IMMERSION,BUSN,489
CULTURAL SOCIAL ISSUES ENVIRON,CARC,101
FLD STUDY DESIGN INNOV: ESP,CARC,301
FLD STUDY DESIGN COMM: ESP,CARC,311
FLD STUDY DESIGN PHIL: ESP,CARC,331
SEMINAR,CARC,481
INTERNSHIP:IN-AB,CARC,484
RESEARCH METHODS,CARC,602
WRITING FOR PUBLICATION,CARC,698
GEN CHEM FOR ENGINEERS,CHEM,107
GEN CHEM FOR ENGR LAB,CHEM,117
FUND OF CHEMISTRY I,CHEM,119
HNR-FUND OF CHEMISTRY II,CHEM,120
ELEM OF ORG & BIOL CHEM,CHEM,222
ORGANIC CHEMISTRY I,CHEM,227
HNR-ORGANIC CHEMISTRY II,CHEM,228
ORG SYN & ANALYSIS,CHEM,234
ORGANIC CHEMISTRY LAB,CHEM,237
ORGANIC CHEMISTRY LAB,CHEM,238
ELEM ORGANIC CHEM LAB,CHEM,242
DIRECTED STUDIES,CHEM,285
SPTP: CHEM TRNS LEARN COMMUN,CHEM,289
RESEARCH,CHEM,291
HNR-FUND. OF QUANT. ANALYSIS,CHEM,315
QUANT ANALYSIS LAB,CHEM,318
PHYSICAL CHEMISTRY,CHEM,322
PHYSICAL CHEM LAB I,CHEM,325
PHYSICAL CHEM LAB II,CHEM,326
HNR-PHYSICAL CHEM I,CHEM,327
HNR-PHYSICAL CHEM II,CHEM,328
HNR-DESCRIP INORGANIC CHEM,CHEM,362
HNR-ANALYTICAL CHEMISTRY,CHEM,415
ADV INORG CHEM LAB,CHEM,433
ANALY INSTRUM LAB,CHEM,434
HNR-ORGANIC CHEMISTRY III,CHEM,446
SEMINAR,CHEM,481
GREEN CHEMISTRY,CHEM,483
HNR-RESEARCH,CHEM,491
ANALYTICAL CHEM II,CHEM,602
NMR SPECTROSCOPY,CHEM,618
ANALYTICAL SPECTROSOPY,CHEM,619
CHEMICAL KINETICS,CHEM,621
SURFACE CHEMISTRY,CHEM,623
COORD & BIOINORG CHEM,CHEM,628
PHYS METH IN INORG CHM,CHEM,634
STRUC INORGANIC CHEM,CHEM,641
SPECTRA OF ORG COMPNDS,CHEM,647
PHYS METHODS BIOL CHEM,CHEM,670
BIOORG REACT MECHANSMS,CHEM,672
SEMINAR,CHEM,681
DEPT RESEARCH SEMINAR,CHEM,682
PROFESSIONAL INTERNSHIP,CHEM,684
DIRECTED STUDIES,CHEM,685
SPTP: WRITING FOR CHEM PROFESS,CHEM,689
THEORY OF CHEM RESRCH,CHEM,690
RESEARCH,CHEM,691
FRONTIERS IN CHEM RES,CHEM,695
METHODS TEACH CHEM LAB,CHEM,697
ELEMENTARY CHEMICAL ENGR LAB,CHEN,201
HNR-ELEMENTARY CHEM ENGR,CHEN,204
HNR-CHEM ENGR THERMO I,CHEN,205
HNR-CHEM ENGR FLUID OPS,CHEN,304
CHEN ANALYSIS,CHEN,320
HNR-CHEM ENGR MATERIALS,CHEN,322
HNR-CHEM ENGR HEAT OPS,CHEN,323
HNR-CHEM ENGR MASS OPS,CHEN,324
HNR-CHEM ENGR THERMO II,CHEN,354
HNR-KINETICS & REACTOR DESIGN,CHEN,364
MID-CURR PROF DEVELOPMENT,CHEN,399
HNR-PROCESS INTEG SIM ECON,CHEN,425
CHEM ENGR PLANT DESIGN,CHEN,426
CHEMICAL ENGR LAB I,CHEN,432
CHEMICAL ENGR LAB II,CHEN,433
INTRO TO POLYMER ENGR,CHEN,451
HNR-PROCESS SAFETY ENGR,CHEN,455
QRISK ANLYSIS SAFETY ENG,CHEN,460
PROCESS DYNAMICS & CNTRL,CHEN,461
MICROELECTRON PROC ENGR,CHEN,475
SEMINAR,CHEN,481
HNR-BIOPROCESS ENGINEERING,CHEN,482
SPTP: METABOLIC ENGINEERING AN,CHEN,489
HNR-RESEARCH,CHEN,491
CHE KINETICS & REACT DSG,CHEN,624
TRANSPORT PHENOMENA,CHEN,629
POLYMER ENGINEERING,CHEN,641
PROCESS SAFETY ENGR,CHEN,655
ADV PROCESS CHEM OPT I,CHEN,656
QUANT RISK ANALYSIS,CHEN,660
MICROELECTRON PROC ENGR,CHEN,675
SEMINAR,CHEN,681
PROFESSIONAL INTERNSHIP: IN-AB,CHEN,684
DIRECTED STUDIES,CHEN,685
SPTP: EMERG TOPIC IN BIOMOLEC,CHEN,689
RESEARCH,CHEN,691
GRAD MENTORING SEMINAR I,CHEN,695
GRAD MENTORING SEMINAR II,CHEN,696
BEGINNING CHINESE II,CHIN,102
INTERMEDIATE CHINESE II,CHIN,202
READING & COMPOSITION II,CHIN,302
CHINESE FILM,CHIN,465
BEGIN CLAS GREEK II,CLAS,102
BEGINNING LATIN II,CLAS,122
INTERMEDIATE LATIN II,CLAS,222
GREEK & ROMAN CIVILIZ,CLAS,250
ADV GREEK NEW TESTAMENT,CLAS,311
GREEK & ROMAN DRAMA,CLAS,352
THE ANCIENT GREEKS,CLAS,426
ROMAN EMPIRE TRANSFORMATIONS,CLAS,429
DIRECTED STUDIES,CLAS,485
RESEARCH,CLAS,491
ESBP SEMINAR,CLEN,181
THE ENGINEERING PROFESSION,CLEN,261
CHEM: REGENT SCHOLARS,CLSC,001
PUBLIC SPEAKING,COMM,203
PUBLIC SPEAK DIGITAL PLATFORMS,COMM,204
COMM FOR TECH PROFESSION,COMM,205
GROUP COMM & DISCUSSION,COMM,210
INTERVIEW PRIN & PRACT,COMM,215
COMM TECHNOLOGY SKILLS,COMM,230
ARGUMENTATION & DEBATE,COMM,243
DIFFCULT DIALOG PWR PRIVL DIFF,COMM,245
NEW MEDIA AND IND VOICE,COMM,250
COMMUNICATION RELIGION ARTS,COMM,257
INTRO TO COMM & SPORTS,COMM,260
INTRO TO SOCIAL MEDIA,COMM,275
COMMUNICATION CAREERS,COMM,280
SPTP: PODCASTING: AUDIO STORY,COMM,289
HNR-RHETORIC WEST THOUGHT,COMM,301
COMM DATA APPLICATIONS,COMM,303
HNR-THEORIES OF COMM,COMM,305
HNR-COMM LAW & POLICY,COMM,307
HNR-RESEARCH METHODS IN COMM,COMM,308
HNR-RESEARCH METHODS PROJECTS,COMM,309
COMMUNICATION INTERVENTION,COMM,310
HNR-INTERPERSONAL COMM,COMM,315
ORGANIZATIONAL COMM,COMM,320
STRATEGIC COMM CASE STUDIES,COMM,321
COMMUNICATION TACTICS,COMM,322
HNR-STRATEGIC COMMUNICATION,COMM,323
HNR-COMM LDRSHP & CONFL MGMT,COMM,324
HNR-PERSUASION,COMM,325
EVENT & COMMUNICATION PLANNING,COMM,326
TECHNOLOGY & COMMUNICATN,COMM,330
HNR-INTERCULTURAL COMMUNIC,COMM,335
HNR-COMM AND POPULAR CULTURE,COMM,340
COMMUNICATION IN DIVERSE WORLD,COMM,343
MEDIA INDUSTRIES,COMM,345
"""MEDIA",COMM,346
THEORIES OF MEDIA COMM,COMM,350
MONEY POWER & COMMUNICATION,COMM,354
HNR-INTERNATIONAL COMM,COMM,365
MEDIA AUDIENCES,COMM,375
ENTREPRENEURSHIP & NEW MEDIA,COMM,377
"""GENDER",COMM,407
RADIO RECORDS & POP MUS,COMM,410
GENDER & COMMUNICATION,COMM,420
COMM & BLACK FREEDOM DREAMS,COMM,425
RHET OF SOCIAL MOVEMENTS,COMM,431
TOPICS RHETORIC THEORY: ITA,COMM,434
PROPAGANDA,COMM,438
POLITICAL COMMUNICATION,COMM,440
COMM AND CONFLICT,COMM,443
MEDIA CAMPAIGNS,COMM,450
COMM & CONTEMPORY ISSUES,COMM,460
COMM HEALTH CARE CONTEXT,COMM,470
ADVANCED SOCIAL MEDIA,COMM,476
RELIGIOUS COMMUNICATION,COMM,480
HEALTH COMM PRACTICUM,COMM,483
COMM INT:  UGTA,COMM,484
DIRECTED STUDIES,COMM,485
SOC SCI METH IN COMM,COMM,610
INTERP METHODS IN COMM,COMM,615
SURVEY OF ORG COMM,COMM,636
RHETORICAL THEORY,COMM,640
CONT THEORY OF RHETORIC,COMM,655
COMM CITIZ IN PUB SPHERE,COMM,659
COMMUNICATION & TECH,COMM,665
PROFESSIONAL SEMINAR,COMM,681
DIRECTED STUDIES,COMM,685
RESEARCH,COMM,691
INTRO TO CONSTR INDUS,COSC,153
CONSTRUCTION GRAPHICS,COSC,175
CONSTRUCTION SAFETY I,COSC,184
SOCIAL ISSUES HIST CONST ENV,COSC,222
CONST MATLS & METH I,COSC,253
ESTIMATING I,COSC,275
INTRO APPLD WKPLACE ETHICS,COSC,284
CONSTRUCTION SURVEYING,COSC,301
DESIGN AND CONSTR LEAD EDUC I,COSC,310
STRUCTURAL SYSTEMS I,COSC,321
CONSTRUCTION DISCOURSE LDRSHP,COSC,322
MEP SYSTEMS IN CONST I,COSC,325
MEP SYSTEMS IN CONST II,COSC,326
PROJ MGMT FACILITY MANAGERS,COSC,333
CONSTRUCTION PRJECT MGMT,COSC,353
CONST MATRLS & METHDS II,COSC,354
ESTIMATING II,COSC,375
DESIGN AND CONSTR LEAD EDUC II,COSC,410
SEMINAR IN EXEC LEADERSHIP,COSC,411
SOIL & STRUCTURAL ANYLS,COSC,421
INTERDISCIPLINARY CAPSTONE,COSC,440
RESIDENTIAL CAPSTONE,COSC,441
COMMERCIAL CAPSTONE,COSC,442
INDUSTRIAL CAPSTONE,COSC,443
FACILITY MGMT PRINCIPLES,COSC,450
BLDG INFO MODEL SYSTEM,COSC,461
INTRO TO CONST LAW: GBR,COSC,463
CONSTRUCTION SAFETY II,COSC,464
ADV TOPICS IN CONST LAW,COSC,465
RISK MGMT BUILT ENVIRON,COSC,468
FACILITY MGMT INTERNSHIP,COSC,474
CONST PROJECT PLANNING,COSC,475
CONST PROJECT CONTROLS,COSC,477
INTERNSHIP - 10 WEEK: GBR,COSC,484
DIRECTED STUDIES,COSC,485
SPTP: PRE CONSTRUCTION,COSC,489
INTERNSHIP: IN-AB,COSC,494
CONSTRUCTION PRACTICES,COSC,601
CONST COST ESTIMATING,COSC,602
CONSTRUCTION SCHEDULING,COSC,603
STRUCT PRINC & PRACTICES,COSC,608
CONST COMPANY OPERATIONS,COSC,620
ADV PROJECT MANAGEMENT,COSC,621
CONSTRUCT ACCT & FINC MGMT,COSC,624
CONST CONTR & RISK MGMT,COSC,628
ADV PRODUCTIVITY & LEAN,COSC,631
ADV CONSTRUCTION SYSTEMS,COSC,644
ADV CONST VISUALIZATION,COSC,650
FACILITY ASSET MGMT,COSC,670
SEMINAR,COSC,681
PROFESSIONAL INTERNSHIP:IN-AB,COSC,684
DIRECTED STUDIES,COSC,685
SPTP: LIFE CYCLE ASSESS BLDNG,COSC,689
THRY OF RSRCH CONST SCI,COSC,690
RESEARCH,COSC,691
PLAN & ORG COMP GUI PR,CPSY,612
INTRO TO GRP PROCESS,CPSY,633
COUNSELING PRACTICUM I,CPSY,639
PROF ISSUES ETHICS IN COU PSY,CPSY,662
MULTICULTURAL COUNSELING,CPSY,679
FIELD PRACTICUM,CPSY,683
PROFESS INTERNSHIP,CPSY,684
DIRECTED STUDIES,CPSY,685
RESEARCH PROPOSAL DEV,CPSY,688
THEORY OF CPSY RSEARCH,CPSY,690
RESEARCH,CPSY,691
PROGRAMMING I,CSCE,110
CPSC CONCEPTS & PROGRAM,CSCE,111
HNR-PROGRAM DESIGN & CONCEPTS,CSCE,120
INTRO PGM DESIGN CONCEPT,CSCE,121
INTRO TO COMPUTING,CSCE,181
STRUCTURED PROG IN C,CSCE,206
HNR-DATA STRUC & ALGORITHMS,CSCE,221
DISCRETE STRUC COMPUTING,CSCE,222
HNR-RESEARCH,CSCE,291
DATABASE SYSTEMS,CSCE,310
HNR-COMPUTER ORGANIZATION,CSCE,312
HNR-INTRO TO COMPUTER SYSTEM,CSCE,313
PROGRAMMING LANGUAGES,CSCE,314
PROGRAMMING STUDIO,CSCE,315
FOUNDATIONS SOFTWARE ENGINEER,CSCE,331
HIGH-IMPACT EXPERIENCE,CSCE,399
LAW & POLICY CYBERSECURITY,CSCE,402
OPERATING SYSTEMS,CSCE,410
DESIGN ANALY ALGORITHMS,CSCE,411
CLOUD COMPUTING: SGP,CSCE,412
ARTIFICIAL INTELLIGENCE,CSCE,420
MACHINE LEARNING,CSCE,421
HNR-PROBLM SOLVING PROG STRATE,CSCE,430
SOFTWARE ENGINEERING,CSCE,431
ACCESSIBLE COMPUTING,CSCE,432
HNR-FORMAL LANGUAGES AUTOM,CSCE,433
COMPILER DESIGN,CSCE,434
PARALLEL COMPUTING,CSCE,435
HNR-COMP HUMAN INTERACTION,CSCE,436
HNR-DISTRIBUTED SYSTEMS,CSCE,438
COMPUTER GRAPHICS,CSCE,441
SCIENTIFIC PROGRAMMING,CSCE,442
GAME DEVELOPMENT,CSCE,443
COMPUTERS AND NEW MEDIA,CSCE,445
VIRTUAL REALITY,CSCE,446
COMPUTATIONAL PHOTOGRAPHY,CSCE,448
APPL CRYPTOGRAPHY,CSCE,449
SOFTWARE REVERSE ENGINEERING,CSCE,451
ROBOTICS & SPATL INTEL,CSCE,452
MICROCOMPUTER SYSTEMS,CSCE,462
NETWORKS & DIST PROC,CSCE,463
COMP & NET SECURITY,CSCE,465
CYBERSECURITY RISK,CSCE,477
SEMINAR,CSCE,481
SR CAPSTONE DESIGN,CSCE,482
COMPUTER SYS DESIGN,CSCE,483
DIRECTED STUDIES,CSCE,485
HNR-RESEARCH,CSCE,491
COMPILER DESIGN,CSCE,605
SOFTWARE ENGINEERING,CSCE,606
DATABASE SYSTEMS,CSCE,608
OPERATING SYSTEMS,CSCE,611
APPLIED NETWRK DIST PROC,CSCE,612
COMPUTER ARCHITECTURE,CSCE,614
ARTIFICIAL INTELLIGNCE,CSCE,625
TH OF COMPUTABILITY,CSCE,627
ANALYSIS OF ALGORITHMS,CSCE,629
MACHINE LEARNING,CSCE,633
AI ROBOTICS,CSCE,635
DEEP LEARNING,CSCE,636
VIRTUAL REALITY,CSCE,650
SOFTWARE REVERSE ENGINEERING,CSCE,652
COMP METH APPL SCI,CSCE,653
COMPUTERS AND NEW MEDIA,CSCE,656
RANDOMIZED ALGORITHMS,CSCE,658
ADV NETWORK & SECURITY,CSCE,665
COMPUTATIONAL OPTIMIZA,CSCE,669
INFO STORAGE & RETRIEVAL,CSCE,670
SEMINAR,CSCE,681
PROFESSIONAL INTERNSHIP: IN-AB,CSCE,684
DIRECTED STUDIES: IN - AB,CSCE,685
SPTP: ML-BASED CYBER DEFENSES,CSCE,689
RESEARCH,CSCE,691
LAW & POLICY IN CYBERSECURITY,CSCE,702
CYBERSECURITY RISK,CSCE,703
INTRO CPSC CONCEPTS & PROGRAM,CSCE,708
FOUNDATION MODERN CRYPTOGRAPHY,CSCE,711
SOFTWARE SECURITY,CSCE,713
ADV HARDWARE DES FUNC VERIF,CSCE,714
PARALLEL COMPUTING,CSCE,735
COMPUTATIONAL PHOTOGRAPHY,CSCE,748
INTRO TO APPL CRYPTOGRAPHY,CSCE,749
ROBOTICS & SPATIAL INTEL,CSCE,752
INTRO CIVIL ENGRG PROFSN,CVEN,207
ENGR MECHANICS: STATICS,CVEN,221
INTR GRPHCS & VISLZN CE DSGN,CVEN,250
HNR-ENVIRONMENTAL ENGR,CVEN,301
COMP APPL ENGR & CONST,CVEN,302
HNR-CIVIL ENGR MEASUREMENT,CVEN,303
ENVIRONMENTAL ENGR LAB,CVEN,304
HNR-MECHANICS OF MATERIALS,CVEN,305
MATERIALS ENGR CVEN ENGR,CVEN,306
TRANSPORTATION ENG,CVEN,307
FLUID DYNAMICS,CVEN,311
SENSOR TECH IN CIVIL ENG,CVEN,314
SENSOR TECHNOLOGY,CVEN,315
HNR-CIVIL ENGR SYSTEMS,CVEN,322
WATER RESOURCES ENGR,CVEN,339
HNR-MATERIALS OF CONST,CVEN,342
THEORY OF STRUCTURES,CVEN,345
CVEN PROJ MGMT,CVEN,349
ENGR MECHANICS: DYNAMICS,CVEN,363
HNR-INTRO TO GEOTECH ENGR,CVEN,365
MID-CURRICULUM PROF DEVLPMNT,CVEN,399
DESIGN PROBLEMS IN CVEN,CVEN,400
ENGR ENVIRONMENTAL SYS,CVEN,402
ENV PROTECT PUB HEALTH,CVEN,406
NATURAL ENVIRON SYSTEM,CVEN,413
HWY MTRLS & PVMNT DES,CVEN,418
GEOMATICS FOR CIVIL ENG,CVEN,423
CIV ENGR PROF PRACTICE,CVEN,424
GEOTECH ENGR DESIGN,CVEN,435
HNR-STRUC CONCRETE DESIGN,CVEN,444
MATRIX STRUCT ANALYSIS,CVEN,445
HNR-STRUC STEEL DESIGN,CVEN,446
VISZN & BIM IN STR ENG DESGN,CVEN,449
PUBLIC WORKS ENGR,CVEN,451
HIGHWAY DESIGN,CVEN,456
HYDRAULIC ENGINEERING,CVEN,458
HNR-ENGINEERING HYDROLOGY,CVEN,463
ENGR PROJECT EST & PLAN,CVEN,473
ANLYSIS & DES OF STRUC,CVEN,483
HNR-RESEARCH,CVEN,491
REMOTE SENSING IN HYDROLOGY,CVEN,602
ENGR ASPTS OF AIR QUAL,CVEN,607
TOOLS FOR PAVEMENT DESIGN,CVEN,612
STRUC DES OF PAVEMENTS,CVEN,615
TRAFFIC ENGR-OPERATNS,CVEN,618
RIGID PVMT ANALY & DES,CVEN,637
METHODS IMPR CONSTR ENGR,CVEN,639
CONSTR ENGR SYSTEMS,CVEN,641
WEF NEXUS SUST RES MGMT,CVEN,642
PROJECT RISK MANAGEMENT,CVEN,644
CVEN APPLICATIONS OF GIS,CVEN,658
BEH & DES STEEL STRUCT,CVEN,659
WTR RES ENGR PLAN & MGMT,CVEN,664
WAT RESOURCES SYS ENGR,CVEN,665
SLOPE STBLTY & RET WALLS,CVEN,667
TRANSPORT POROUS MEDIA,CVEN,673
STOCHASTIC HYDROLOGY,CVEN,675
SEMINAR,CVEN,681
ENVIRON REMEDIATION,CVEN,682
PROFESSIONAL INTERNSHIP: IN-AB,CVEN,684
DIRECTED STUDIES,CVEN,685
FOUNDATION ENGINEERING,CVEN,687
DESIGN OF TIMBER STRUCTURES,CVEN,689
RESEARCH,CVEN,691
ADV VIS & BIM IN STR ENG DESG,CVEN,749
FINITE ELEM THEORY & APP STR,CVEN,750
SMART STRUCTURES,CVEN,752
ADV STRCT DESIGN STUDIO,CVEN,754
HIGHWAY DESIGN,CVEN,766
LAW & POLICY CYBERSECURITY,CYBR,402
CYBERSECURITY RISK,CYBR,403
APP DIG FORENSICS & INC RESP,CYBR,405
DIRECTED STUDIES,CYBR,485
LAW & POLICY IN CYBERSECURITY,CYBR,602
CYBERSECURITY RISK,CYBR,603
DIRECTED STUDIES,CYBR,685
UNCERTAINTY MODELING,DAEN,210
MICROBIOLOGY OF FOODS,DASC,606
DANCE HISTORY,DCED,201
DANCE APPRECIATION,DCED,202
DANCE PRODUCTION,DCED,203
PILATES APPARATUS,DCED,215
CONTACT IMPROVISATION,DCED,242
MOVEMENT LAB BALLET I,DCED,261
DANCE PERFORMANCE PRACTICUM,DCED,265
MOVT LAB MODERN DANCE I,DCED,272
HIP HOP DANCE I,DCED,297
HEALTH PRACTICES DANCERS,DCED,303
CHOREOGRAPHIC PRINCIPLES,DCED,306
SPECIAL POPULATIONS IN DANCE,DCED,315
MOVEMENT LAB BALLET II,DCED,362
MOVT LAB MODERN DANCE II,DCED,373
GROUP CHOREOGRAPHY,DCED,400
DANCE PEDAGOGY,DCED,401
CONDUCT DANCE SCI RESEARCH,DCED,416
MOVEMENT LAB BALLET III,DCED,463
MOVT LAB MODERN DNCE III,DCED,474
DIRECTED STUDIES,DCED,485
THEORY OF DH PRACTICE I,DDHS,3020
ORAL RADIOLOGY,DDHS,3220
HLTH EDU  BHV SCIENCE,DDHS,3310
MICROBIOLOGY,DDHS,3325
BIOMEDICAL SCIENCES II,DDHS,3340
INTRODUCTION TO PATHOLOGY,DDHS,3410
APPLIED DENTAL MATERIALS,DDHS,3530
CLINICAL DENTAL HYGIENE I,DDHS,3830
NATIONAL BOARD REVIEW,DDHS,4010
MEDICAL EMERGENCIES,DDHS,4110
PROFESSIONAL ETHICS,DDHS,4210
COMPREHENSIVE CARE SEMINAR,DDHS,4220
CLINICAL DENTAL HYGIENE IV,DDHS,4240
ORAL RADIOGRAPHY,DDHS,4310
PERSPECTIVES OF DENTAL HYGIENE,DDHS,4320
GERONTOLOGY,DDHS,4410
PUBLIC  COMMUNITY HEALTH,DDHS,4530
APPLIED RESEARCH METHODS,DDHS,4710
DIRECTED STUDIES,DHUM,685
DENTAL PUBLIC HLTH PRACTICUM,DPHS,600
PRACTICE TRANSFORMATION,DPHS,610
DPH FIELD EXPERIENCE III,DPHS,630
RESEARCH,DPHS,691
FUNDAMENTLS OF ECOLOGY,ECCB,205
FUNDAMENTLS OF ECO LAB,ECCB,215
DIRECTED STUDIES,ECCB,285
DIVERSITY & EVOLTN OF PLANTS,ECCB,301
DIVERSITY & EVOLUTION OF VERTS,ECCB,302
FIRE ECOLOGY & BIOGEOCHEMISTRY,ECCB,303
CONSERVATION BIOLOGY,ECCB,304
FOREST PROTECTION,ECCB,307
FUND OF ENVIR DEC MAKING,ECCB,308
FOREST ECOLOGY,ECCB,309
FOREST TREE PHYSIOLOGY & BREED,ECCB,310
DIVERSITY & EVOLTN OF INVERTS,ECCB,313
HERPETOLOGY,ECCB,315
FIELD HERPETOLOGY,ECCB,316
FOREST MEASUREMENTS,ECCB,324
GEOG INFO SYS RES MGMT,ECCB,351
MOLECULAR ECOLOGY,ECCB,400
GENERAL MAMMALOGY,ECCB,401
GENERAL ORNITHOLOGY,ECCB,402
POPL & COMMUNITY ECOLOGY,ECCB,403
FOREST RESOUR ASSEMT MGT,ECCB,405
PROGRAM FOR SPATIAL DATA APPS,ECCB,407
BEHAVIORAL ECOLOGY,ECCB,422
ADV RESTORATION ECOLOGY,ECCB,430
STUDY ABROAD NATURAL RES: ZAF,ECCB,452
AMAZON RIVER TROPICAL BIOLOGY,ECCB,462
INTERNSHIP,ECCB,484
DIRECTED STUDIES: ZAF,ECCB,485
RESEARCH,ECCB,491
MOLECULAR EVOLUTION,ECCB,602
ECOLOGICAL MODELING,ECCB,603
QUANTIT PHYLOGENETICS,ECCB,606
FIELD HERPETOLOGY,ECCB,616
ECOLOGICAL APPLICATIONS IN R,ECCB,631
GEOG INFO SYS RES MGMT,ECCB,651
ADVANCED TOPICS IN GIS,ECCB,652
APPLIED BIODIVERSITY SCI,ECCB,655
LANDSCAPE ANALYSIS & MOD,ECCB,660
ECOLOGICAL ECONOMICS,ECCB,671
SEMINAR,ECCB,681
DIRECTED STUDIES,ECCB,685
